"RID";"TO_EPOCH(FD,0)";"TO_EPOCH(TD,0)";"KEY";"S_IMSI";"E_IMSI";"TAP_CODE_ID";"FILIAL_ID";"IMSI_REGION"
15908;1451606400;4070908800;"213030000000000.213039999999999";"213030000000000";"213039999999999";3017;;
15854;1451606400;4070908800;"214010000000000.214019999999999";"214010000000000";"214019999999999";3581;;
16239;1451606400;4070908800;"214030000000000.214039999999999";"214030000000000";"214039999999999";3582;;
16104;1451606400;4070908800;"214040000000000.214049999999999";"214040000000000";"214049999999999";3586;;
16009;1451606400;4070908800;"214050000000000.214059999999999";"214050000000000";"214059999999999";3584;;
15691;1451606400;4070908800;"214060000000000.214069999999999";"214060000000000";"214069999999999";3585;;
15868;1451606400;4070908800;"214070000000000.214079999999999";"214070000000000";"214079999999999";3583;;
16346;1451606400;4070908800;"214180000000000.214189999999999";"214180000000000";"214189999999999";3666;;
15847;1451606400;4070908800;"216010000000000.216019999999999";"216010000000000";"216019999999999";3141;;
15846;1451606400;4070908800;"216300000000000.216309999999999";"216300000000000";"216309999999999";3142;;
16278;1451606400;4070908800;"216700000000000.216709999999999";"216700000000000";"216709999999999";3143;;
16097;1451606400;4070908800;"218030000000000.218039999999999";"218030000000000";"218039999999999";3691;;
16297;1451606400;4070908800;"218050000000000.218059999999999";"218050000000000";"218059999999999";3692;;
16257;1451606400;4070908800;"218900000000000.218909999999999";"218900000000000";"218909999999999";3693;;
15884;1451606400;4070908800;"219010000000000.219019999999999";"219010000000000";"219019999999999";3138;;
16196;1451606400;4070908800;"219020000000000.219029999999999";"219020000000000";"219029999999999";3343;;
16276;1451606400;4070908800;"219100000000000.219109999999999";"219100000000000";"219109999999999";3139;;
15912;1451606400;4070908800;"220010000000000.220019999999999";"220010000000000";"220019999999999";2824;;
15925;1451606400;4070908800;"220020100000000.220020199999999";"220020100000000";"220020199999999";2825;;
16174;1451606400;4070908800;"220020200000000.220020299999999";"220020200000000";"220020299999999";2825;;
16124;1451606400;4070908800;"220030000000000.220039999999999";"220030000000000";"220039999999999";2827;;
16037;1451606400;4070908800;"220040000000000.220049999999999";"220040000000000";"220049999999999";2826;;
15751;1451606400;4070908800;"220050000000000.220059999999999";"220050000000000";"220059999999999";3046;;
13041;1451606400;4070908800;"222010000000000.222019999999999";"222010000000000";"222019999999999";2481;;
13043;1451606400;4070908800;"222100000000000.222109999999999";"222100000000000";"222109999999999";2483;;
16861;1575158400;4070908800;"222500000000000.222509999999999";"222500000000000";"222509999999999";3981;;
16262;1451606400;4070908800;"222880000000000.222889999999999";"222880000000000";"222889999999999";2842;;
16151;1451606400;4070908800;"222990000000000.222999999999999";"222990000000000";"222999999999999";2990;;
15910;1451606400;4070908800;"226010000000000.226019999999999";"226010000000000";"226019999999999";2932;;
16287;1451606400;4070908800;"226030000000000.226039999999999";"226030000000000";"226039999999999";2731;;
16563;1546300800;4070908800;"226050000000000.226059999999999";"226050000000000";"226059999999999";3803;;
15911;1451606400;4070908800;"226100000000000.226109999999999";"226100000000000";"226109999999999";2933;;
15872;1451606400;4070908800;"228010000000000.228019999999999";"228010000000000";"228019999999999";3718;;
16025;1451606400;4070908800;"228020000000000.228029999999999";"228020000000000";"228029999999999";3719;;
16234;1451606400;4070908800;"228030000000000.228039999999999";"228030000000000";"228039999999999";3721;;
16473;1451606400;4070908800;"228070000000000.228079999999999";"228070000000000";"228079999999999";3361;;
15887;1451606400;4070908800;"230010000000000.230019999999999";"230010000000000";"230019999999999";3561;;
15883;1451606400;4070908800;"230020000000000.230029999999999";"230020000000000";"230029999999999";3560;;
16280;1451606400;4070908800;"230030000000000.230039999999999";"230030000000000";"230039999999999";3559;;
16362;1451606400;4070908800;"230050000000000.230059999999999";"230050000000000";"230059999999999";2999;;
16429;1451606400;4070908800;"230070000000000.230079999999999";"230070000000000";"230079999999999";3337;;
15890;1451606400;4070908800;"231010000000000.231019999999999";"231010000000000";"231019999999999";3051;;
15900;1451606400;4070908800;"231020000000000.231029999999999";"231020000000000";"231029999999999";3050;;
15720;1451606400;4070908800;"231060000000000.231069999999999";"231060000000000";"231069999999999";3052;;
15874;1451606400;4070908800;"232010000000000.232019999999999";"232010000000000";"232019999999999";3035;;
15865;1451606400;4070908800;"232030000000000.232039999999999";"232030000000000";"232039999999999";3033;;
10717;1483228800;4070908800;"232050000000000.232059999999999";"232050000000000";"232059999999999";2455;;
16275;1451606400;4070908800;"232070000000000.232079999999999";"232070000000000";"232079999999999";3036;;
16160;1451606400;4070908800;"232100000000000.232109999999999";"232100000000000";"232109999999999";3031;;
16004;1451606400;4070908800;"232110000000000.232119999999999";"232110000000000";"232119999999999";3032;;
15994;1451606400;4070908800;"232120000000000.232129999999999";"232120000000000";"232129999999999";3034;;
16626;1546300800;4070908800;"232130000000000.232139999999999";"232130000000000";"232139999999999";3869;;
16189;1451606400;4070908800;"234030000000000.234039999999999";"234030000000000";"234039999999999";3168;;
15821;1451606400;4070908800;"234070000000000.234079999999999";"234070000000000";"234079999999999";3091;;
15875;1451606400;4070908800;"234100000000000.234109999999999";"234100000000000";"234109999999999";3092;;
15876;1451606400;4070908800;"234150000000000.234159999999999";"234150000000000";"234159999999999";3099;;
16130;1451606400;4070908800;"234200000000000.234209999999999";"234200000000000";"234209999999999";3094;;
16349;1451606400;4070908800;"234250000000000.234259999999999";"234250000000000";"234259999999999";3495;;
16367;1451606400;4070908800;"234260000000000.234269999999999";"234260000000000";"234269999999999";3320;;
15542;1483228800;4070908800;"234300000000000.234309999999999";"234300000000000";"234309999999999";2622;;
15931;1451606400;4070908800;"234330000000000.234339999999999";"234330000000000";"234339999999999";3098;;
15921;1451606400;4070908800;"234500000000000.234509999999999";"234500000000000";"234509999999999";3095;;
16352;1451606400;4070908800;"234530000000000.234539999999999";"234530000000000";"234539999999999";3496;;
16254;1451606400;4070908800;"234550000000000.234559999999999";"234550000000000";"234559999999999";3093;;
15889;1451606400;4070908800;"234580000000000.234589999999999";"234580000000000";"234589999999999";3097;;
15873;1451606400;4070908800;"238010000000000.238019999999999";"238010000000000";"238019999999999";3571;;
15871;1451606400;4070908800;"238020000000000.238029999999999";"238020000000000";"238029999999999";3567;;
16034;1451606400;4070908800;"238060000000000.238069999999999";"238060000000000";"238069999999999";3568;;
16064;1451606400;4070908800;"238200000000000.238209999999999";"238200000000000";"238209999999999";3569;;
15993;1451606400;4070908800;"238300000000000.238309999999999";"238300000000000";"238309999999999";3570;;
15844;1451606400;4070908800;"240010000000000.240019999999999";"240010000000000";"240019999999999";3059;;
15541;1504224000;4070908800;"240020000000000.240029999999999";"240020000000000";"240029999999999";2621;;
19524;1606694400;4070908800;"240060000000000.240069999999999";"240060000000000";"240069999999999";3809;;
15842;1451606400;4070908800;"240070000000000.240079999999999";"240070000000000";"240079999999999";3057;;
15843;1451606400;4070908800;"240080000000000.240089999999999";"240080000000000";"240089999999999";3056;;
15835;1451606400;4070908800;"240100000000000.240109999999999";"240100000000000";"240109999999999";3058;;
16443;1451606400;4070908800;"240140000000000.240149999999999";"240140000000000";"240149999999999";3422;;
16447;1451606400;4070908800;"240420000000000.240429999999999";"240420000000000";"240429999999999";3494;;
15869;1451606400;4070908800;"242010000000000.242019999999999";"242010000000000";"242019999999999";2966;;
15879;1451606400;4070908800;"242020000000000.242029999999999";"242020000000000";"242029999999999";2964;;
15722;1451606400;4070908800;"242050000000000.242059999999999";"242050000000000";"242059999999999";2965;;
16441;1451606400;4070908800;"242080000000000.242089999999999";"242080000000000";"242089999999999";3421;;
16072;1451606400;4070908800;"244030000000000.244039999999999";"244030000000000";"244039999999999";3596;;
15845;1451606400;4070908800;"244050000000000.244059999999999";"244050000000000";"244059999999999";3595;;
16108;1451606400;4070908800;"244120000000000.244129999999999";"244120000000000";"244129999999999";3597;;
15747;1451606400;4070908800;"244140000000000.244149999999999";"244140000000000";"244149999999999";3593;;
16074;1451606400;4070908800;"244210000000000.244219999999999";"244210000000000";"244219999999999";3594;;
15621;1514764800;4070908800;"244910000000000.244919999999999";"244910000000000";"244919999999999";2661;;
15858;1451606400;4070908800;"246010000000000.246019999999999";"246010000000000";"246019999999999";2894;;
15857;1451606400;4070908800;"246020000000000.246029999999999";"246020000000000";"246029999999999";2893;;
16175;1451606400;4070908800;"246030000000000.246039999999999";"246030000000000";"246039999999999";2895;;
15886;1451606400;4070908800;"247010000000000.247019999999999";"247010000000000";"247019999999999";2901;;
15897;1451606400;4070908800;"247020000000000.247029999999999";"247020000000000";"247029999999999";2899;;
15683;1451606400;4070908800;"247050000000000.247059999999999";"247050000000000";"247059999999999";2900;;
15852;1451606400;4070908800;"248010000000000.248019999999999";"248010000000000";"248019999999999";3587;;
15863;1451606400;4070908800;"248020000000000.248029999999999";"248020000000000";"248029999999999";3589;;
15898;1451606400;4070908800;"248030000000000.248039999999999";"248030000000000";"248039999999999";3588;;
15400;946684800;946684801;"250010000000000.250019999999999";"250010000000000";"250019999999999";2453;;
15402;1490572800;1490589670;"250010000000001.250010000000001";"250010000000001";"250010000000001";2147;;
18198;1451606400;4070908800;"250010200000000.250010209999999";"250010200000000";"250010209999999";4061;458;
18954;1451606400;4070908800;"250010210000000.250010219999999";"250010210000000";"250010219999999";4061;512;
18649;1451606400;4070908800;"250010220000000.250010229999999";"250010220000000";"250010229999999";4061;473;
17263;1451606400;4070908800;"250010230000000.250010239999999";"250010230000000";"250010239999999";4061;441;
17596;1451606400;4070908800;"250010240000000.250010249999999";"250010240000000";"250010249999999";4061;452;
18723;1451606400;4070908800;"250010250000000.250010259999999";"250010250000000";"250010259999999";4061;477;
18680;1546300800;4070908800;"250010260000000.250010260899999";"250010260000000";"250010260899999";4061;473;
17477;1546300800;4070908800;"250010260900000.250010261399999";"250010260900000";"250010261399999";4061;441;
17026;1546300800;4070908800;"250010261400000.250010262199999";"250010261400000";"250010262199999";4061;491;
17710;1546300800;4070908800;"250010262200000.250010264099999";"250010262200000";"250010264099999";4061;452;
16926;1546300800;4070908800;"250010264100000.250010264499999";"250010264100000";"250010264499999";4061;475;
16929;1546300800;4070908800;"250010264500000.250010265099999";"250010264500000";"250010265099999";4061;469;
16923;1546300800;4070908800;"250010265100000.250010265299999";"250010265100000";"250010265299999";4061;493;
19225;1546300800;4070908800;"250010265300000.250010265799999";"250010265300000";"250010265799999";4061;512;
18947;1546300800;4070908800;"250010265800000.250010266399999";"250010265800000";"250010266399999";4061;477;
18427;1546300800;4070908800;"250010266400000.250010266699999";"250010266400000";"250010266699999";4061;458;
16932;1546300800;4070908800;"250010266700000.250010267299999";"250010266700000";"250010267299999";4061;519;
16946;1546300800;4070908800;"250010267300000.250010267699999";"250010267300000";"250010267699999";4061;509;
16935;1546300800;4070908800;"250010267700000.250010268099999";"250010267700000";"250010268099999";4061;470;
16949;1546300800;4070908800;"250010268100000.250010268799999";"250010268100000";"250010268799999";4061;457;
16938;1546300800;4070908800;"250010268800000.250010269399999";"250010268800000";"250010269399999";4061;490;
16943;1546300800;4070908800;"250010269400000.250010269999999";"250010269400000";"250010269999999";4061;499;
19061;1451606400;4070908800;"250010270000000.250010279999999";"250010270000000";"250010279999999";4061;512;
18191;1451606400;4070908800;"250010300000000.250010309999999";"250010300000000";"250010309999999";4061;458;
18955;1451606400;4070908800;"250010310000000.250010319999999";"250010310000000";"250010319999999";4061;512;
18650;1451606400;4070908800;"250010320000000.250010329999999";"250010320000000";"250010329999999";4061;473;
17264;1451606400;4070908800;"250010330000000.250010339999999";"250010330000000";"250010339999999";4061;441;
19328;1451606400;4070908800;"250010680000000.250010689999999";"250010680000000";"250010689999999";4181;872;
19329;1451606400;4070908800;"250010690000000.250010699999999";"250010690000000";"250010699999999";4181;872;
19330;1451606400;4070908800;"250010700000000.250010709999999";"250010700000000";"250010709999999";4181;872;
19327;1451606400;4070908800;"250010710000000.250010719999999";"250010710000000";"250010719999999";4181;872;
17191;1451606400;4070908800;"250010810000000.250010819999999";"250010810000000";"250010819999999";4141;656;
19252;1451606400;4070908800;"250011250000000.250011259999999";"250011250000000";"250011259999999";4162;740;
19260;1451606400;4070908800;"250011340000000.250011349999999";"250011340000000";"250011349999999";4162;745;
19276;1546300800;4070908800;"250011350000000.250011359999999";"250011350000000";"250011359999999";4162;769;
19263;1451606400;4070908800;"250011360000000.250011369999999";"250011360000000";"250011369999999";4162;750;
19261;1546300800;4070908800;"250011370000000.250011379999999";"250011370000000";"250011379999999";4162;745;
19278;1451606400;4070908800;"250011400000000.250011409999999";"250011400000000";"250011409999999";4162;775;
19227;1451606400;4070908800;"250011440000000.250011449999999";"250011440000000";"250011449999999";4162;704;
19274;1451606400;4070908800;"250011450000000.250011459999999";"250011450000000";"250011459999999";4162;769;
19275;1451606400;4070908800;"250011480000000.250011489999999";"250011480000000";"250011489999999";4162;769;
19228;1451606400;4070908800;"250011510000000.250011519999999";"250011510000000";"250011519999999";4162;704;
19266;1451606400;4070908800;"250011550000000.250011559999999";"250011550000000";"250011559999999";4162;758;
19268;1546300800;4070908800;"250011560000000.250011569999999";"250011560000000";"250011569999999";4162;758;
19271;1451606400;4070908800;"250011600000000.250011609999999";"250011600000000";"250011609999999";4162;763;
19242;1451606400;4070908800;"250011760000000.250011769999999";"250011760000000";"250011769999999";4162;708;
19243;1451606400;4070908800;"250011770000000.250011779999999";"250011770000000";"250011779999999";4162;708;
19244;1514764800;4070908800;"250011780000000.250011789999999";"250011780000000";"250011789999999";4162;708;
19279;1546300800;4070908800;"250011790000000.250011790499999";"250011790000000";"250011790499999";4162;775;
19280;1546300800;4070908800;"250011790500000.250011790999999";"250011790500000";"250011790999999";4162;775;
19272;1546300800;4070908800;"250011791000000.250011791499999";"250011791000000";"250011791499999";4162;763;
19245;1546300800;4070908800;"250011791500000.250011799499999";"250011791500000";"250011799499999";4162;708;
19230;1546300800;4070908800;"250011799500000.250011799999999";"250011799500000";"250011799999999";4162;704;
16993;1451606400;4070908800;"250011800000000.250011809999999";"250011800000000";"250011809999999";4061;445;
19241;1451606400;4070908800;"250011810000000.250011819999999";"250011810000000";"250011819999999";4162;708;
19644;1627776000;4070908800;"250011820000000.250011829999999";"250011820000000";"250011829999999";4162;708;
19249;1451606400;4070908800;"250012170000000.250012179999999";"250012170000000";"250012179999999";4162;740;
19413;1451606400;4070908800;"250012380000000.250012389999999";"250012380000000";"250012389999999";4142;977;
19393;1451606400;4070908800;"250012400000000.250012409999999";"250012400000000";"250012409999999";4142;1013;
19396;1451606400;4070908800;"250012410000000.250012419999999";"250012410000000";"250012419999999";4142;1019;
19405;1451606400;4070908800;"250012420000000.250012429999999";"250012420000000";"250012429999999";4142;948;
19406;1451606400;4070908800;"250012430000000.250012439999999";"250012430000000";"250012439999999";4142;948;
16992;1451606400;4070908800;"250012500000000.250012509999999";"250012500000000";"250012509999999";4061;445;
19408;1451606400;4070908800;"250012520000000.250012529999999";"250012520000000";"250012529999999";4142;952;
19399;1451606400;4070908800;"250012530000000.250012539999999";"250012530000000";"250012539999999";4142;1019;
19254;1451606400;4070908800;"250012540000000.250012549999999";"250012540000000";"250012549999999";4162;740;
19253;1451606400;4070908800;"250012550000000.250012559999999";"250012550000000";"250012559999999";4162;740;
19410;1451606400;4070908800;"250012570000000.250012579999999";"250012570000000";"250012579999999";4142;952;
19255;1546300800;4070908800;"250012580000000.250012584999999";"250012580000000";"250012584999999";4162;740;
19256;1546300800;4070908800;"250012585000000.250012589999999";"250012585000000";"250012589999999";4162;740;
19402;1546300800;4070908800;"250012600000000.250012639999999";"250012600000000";"250012639999999";4142;1020;
19411;1546300800;4070908800;"250012640000000.250012640499999";"250012640000000";"250012640499999";4142;952;
19417;1546300800;4070908800;"250012640500000.250012641999999";"250012640500000";"250012641999999";4142;979;
19403;1546300800;4070908800;"250012642000000.250012644499999";"250012642000000";"250012644499999";4142;1020;
19414;1546300800;4070908800;"250012644500000.250012645999999";"250012644500000";"250012645999999";4142;977;
19394;1546300800;4070908800;"250012646000000.250012647499999";"250012646000000";"250012647499999";4142;1013;
19400;1546300800;4070908800;"250012647500000.250012648499999";"250012647500000";"250012648499999";4142;1019;
19401;1546300800;4070908800;"250012648500000.250012648999999";"250012648500000";"250012648999999";4142;1019;
19407;1546300800;4070908800;"250012649000000.250012649999999";"250012649000000";"250012649999999";4142;948;
19404;1546300800;4070908800;"250012650000000.250012699999999";"250012650000000";"250012699999999";4142;1020;
19365;1451606400;4070908800;"250012750000000.250012759999999";"250012750000000";"250012759999999";4181;926;
20044;1696118400;4070908800;"250012760000000.250012769999999";"250012760000000";"250012769999999";4142;1013;
19392;1451606400;4070908800;"250012770000000.250012779999999";"250012770000000";"250012779999999";4142;1013;
19416;1451606400;4070908800;"250012780000000.250012789999999";"250012780000000";"250012789999999";4142;979;
20045;1696118400;4070908800;"250012790000000.250012799999999";"250012790000000";"250012799999999";4142;979;
19391;1451606400;4070908800;"250012800000000.250012809999999";"250012800000000";"250012809999999";4142;1013;
19395;1451606400;4070908800;"250012810000000.250012819999999";"250012810000000";"250012819999999";4142;1019;
19361;1451606400;4070908800;"250012820000000.250012829999999";"250012820000000";"250012829999999";4181;922;
19409;1451606400;4070908800;"250012830000000.250012839999999";"250012830000000";"250012839999999";4142;952;
19334;1451606400;4070908800;"250012840000000.250012849999999";"250012840000000";"250012849999999";4181;889;
19251;1451606400;4070908800;"250012860000000.250012869999999";"250012860000000";"250012869999999";4162;740;
19257;1546300800;4070908800;"250012870000000.250012874999999";"250012870000000";"250012874999999";4162;740;
19258;1546300800;4070908800;"250012875000000.250012875699999";"250012875000000";"250012875699999";4162;740;
19415;1451606400;4070908800;"250012880000000.250012889999999";"250012880000000";"250012889999999";4142;979;
19390;1451606400;4070908800;"250012890000000.250012899999999";"250012890000000";"250012899999999";4142;1013;
19397;1451606400;4070908800;"250012900000000.250012909999999";"250012900000000";"250012909999999";4142;1019;
19412;1451606400;4070908800;"250012920000000.250012929999999";"250012920000000";"250012929999999";4142;977;
19398;1451606400;4070908800;"250012930000000.250012939999999";"250012930000000";"250012939999999";4142;1019;
19248;1451606400;4070908800;"250012940000000.250012949999999";"250012940000000";"250012949999999";4162;740;
19247;1451606400;4070908800;"250012950000000.250012959999999";"250012950000000";"250012959999999";4162;740;
19250;1451606400;4070908800;"250012960000000.250012969999999";"250012960000000";"250012969999999";4162;740;
19318;1451606400;4070908800;"250013210000000.250013219999999";"250013210000000";"250013219999999";4161;830;
19319;1451606400;4070908800;"250013220000000.250013229999999";"250013220000000";"250013229999999";4161;830;
19323;1451606400;4070908800;"250013280000000.250013289999999";"250013280000000";"250013289999999";4161;847;
19321;1451606400;4070908800;"250013300000000.250013309999999";"250013300000000";"250013309999999";4161;847;
19322;1451606400;4070908800;"250013310000000.250013319999999";"250013310000000";"250013319999999";4161;847;
19324;1451606400;4070908800;"250013320000000.250013329999999";"250013320000000";"250013329999999";4161;847;
19291;1451606400;4070908800;"250013340000000.250013349999999";"250013340000000";"250013349999999";4161;796;
19292;1451606400;4070908800;"250013350000000.250013359999999";"250013350000000";"250013359999999";4161;796;
19295;1451606400;4070908800;"250013440000000.250013449999999";"250013440000000";"250013449999999";4161;798;
19287;1451606400;4070908800;"250013490000000.250013499999999";"250013490000000";"250013499999999";4161;793;
20104;1698796800;4070908800;"250013500000000.250013500999999";"250013500000000";"250013500999999";4161;793;
19284;1451606400;4070908800;"250013510000000.250013519999999";"250013510000000";"250013519999999";4161;793;
19288;1451606400;4070908800;"250013520000000.250013529999999";"250013520000000";"250013529999999";4161;793;
19285;1451606400;4070908800;"250013530000000.250013539999999";"250013530000000";"250013539999999";4161;793;
19294;1451606400;4070908800;"250013540000000.250013549999999";"250013540000000";"250013549999999";4161;798;
19286;1451606400;4070908800;"250013550000000.250013559999999";"250013550000000";"250013559999999";4161;793;
19289;1546300800;4070908800;"250013560000000.250013569999999";"250013560000000";"250013569999999";4161;793;
19316;1451606400;4070908800;"250013600000000.250013609999999";"250013600000000";"250013609999999";4161;825;
19315;1451606400;4070908800;"250013650000000.250013659999999";"250013650000000";"250013659999999";4161;825;
19312;1451606400;4070908800;"250013690000000.250013699999999";"250013690000000";"250013699999999";4161;805;
19281;1451606400;4070908800;"250013800000000.250013809999999";"250013800000000";"250013809999999";4161;787;
19282;1451606400;4070908800;"250013820000000.250013829999999";"250013820000000";"250013829999999";4161;787;
19309;1546300800;4070908800;"250013880000000.250013889999999";"250013880000000";"250013889999999";4161;802;
19308;1451606400;4070908800;"250013890000000.250013899999999";"250013890000000";"250013899999999";4161;802;
19307;1451606400;4070908800;"250013900000000.250013909999999";"250013900000000";"250013909999999";4161;802;
19296;1546300800;4070908800;"250013910000000.250013910499999";"250013910000000";"250013910499999";4161;798;
19313;1546300800;4070908800;"250013910500000.250013910999999";"250013910500000";"250013910999999";4161;805;
19293;1546300800;4070908800;"250013911000000.250013911499999";"250013911000000";"250013911499999";4161;796;
19320;1546300800;4070908800;"250013911500000.250013911999999";"250013911500000";"250013911999999";4161;830;
19290;1546300800;4070908800;"250013912000000.250013913499999";"250013912000000";"250013913499999";4161;793;
19325;1546300800;4070908800;"250013913500000.250013913999999";"250013913500000";"250013913999999";4161;847;
19310;1546300800;4070908800;"250013914000000.250013916999999";"250013914000000";"250013916999999";4161;802;
19317;1546300800;4070908800;"250013917000000.250013918499999";"250013917000000";"250013918499999";4161;825;
19283;1546300800;4070908800;"250013918500000.250013919999999";"250013918500000";"250013919999999";4161;787;
19314;1451606400;4070908800;"250013980000000.250013989999999";"250013980000000";"250013989999999";4161;825;
19311;1451606400;4070908800;"250013990000000.250013999999999";"250013990000000";"250013999999999";4161;805;
17192;1451606400;4070908800;"250014080000000.250014089999999";"250014080000000";"250014089999999";4141;656;
17193;1546300800;4070908800;"250014090000000.250014099999999";"250014090000000";"250014099999999";4141;656;
17211;1451606400;4070908800;"250014160000000.250014169999999";"250014160000000";"250014169999999";4141;680;
17208;1451606400;4070908800;"250014170000000.250014179999999";"250014170000000";"250014179999999";4141;680;
17209;1451606400;4070908800;"250014180000000.250014189999999";"250014180000000";"250014189999999";4141;680;
17210;1451606400;4070908800;"250014190000000.250014199999999";"250014190000000";"250014199999999";4141;680;
17217;1451606400;4070908800;"250014220000000.250014229999999";"250014220000000";"250014229999999";4141;701;
17218;1451606400;4070908800;"250014240000000.250014249999999";"250014240000000";"250014249999999";4141;701;
17219;1451606400;4070908800;"250014250000000.250014269999999";"250014250000000";"250014269999999";4141;701;
17216;1451606400;4070908800;"250014280000000.250014289999999";"250014280000000";"250014289999999";4141;701;
19461;1451606400;1598572799;"250014420000000.250014429999999";"250014420000000";"250014429999999";2528;437;
19462;1598572800;4070908800;"250014420000000.250014429999999";"250014420000000";"250014429999999";4141;677;
17204;1451606400;4070908800;"250014430000000.250014439999999";"250014430000000";"250014439999999";4141;677;
17205;1451606400;4070908800;"250014440000000.250014449999999";"250014440000000";"250014449999999";4141;677;
17221;1546300800;4070908800;"250014450000000.250014450399999";"250014450000000";"250014450399999";4141;701;
17187;1546300800;4070908800;"250014450400000.250014453899999";"250014450400000";"250014453899999";4141;644;
17213;1546300800;4070908800;"250014453900000.250014457399999";"250014453900000";"250014457399999";4141;680;
17185;1546300800;4070908800;"250014457400000.250014457899999";"250014457400000";"250014457899999";4141;641;
17198;1546300800;4070908800;"250014457900000.250014458399999";"250014457900000";"250014458399999";4141;661;
17215;1546300800;4070908800;"250014458400000.250014458899999";"250014458400000";"250014458899999";4141;686;
17195;1546300800;4070908800;"250014458900000.250014459399999";"250014458900000";"250014459399999";4141;660;
17190;1546300800;4070908800;"250014459400000.250014459899999";"250014459400000";"250014459899999";4141;651;
17222;1546300800;4070908800;"250014459900000.250014459949999";"250014459900000";"250014459949999";4141;701;
17223;1546300800;4070908800;"250014459950000.250014459999999";"250014459950000";"250014459999999";4141;701;
17184;1451606400;4070908800;"250014530000000.250014539999999";"250014530000000";"250014539999999";4141;641;
17212;1451606400;4070908800;"250014540000000.250014549999999";"250014540000000";"250014549999999";4141;680;
16999;1451606400;4070908800;"250014600000000.250014609999999";"250014600000000";"250014609999999";4061;445;
17181;1451606400;4070908800;"250014610000000.250014619999999";"250014610000000";"250014619999999";4141;641;
17197;1451606400;4070908800;"250014620000000.250014629999999";"250014620000000";"250014629999999";4141;661;
17200;1451606400;4070908800;"250014630000000.250014639999999";"250014630000000";"250014639999999";4141;672;
17186;1451606400;4070908800;"250014700000000.250014719999999";"250014700000000";"250014719999999";4141;644;
17194;1451606400;4070908800;"250014750000000.250014769999999";"250014750000000";"250014769999999";4141;660;
17196;1451606400;4070908800;"250014780000000.250014789999999";"250014780000000";"250014789999999";4141;661;
19463;1451606400;1598572799;"250014800000000.250014809999999";"250014800000000";"250014809999999";2528;437;
19464;1598572800;4070908800;"250014800000000.250014809999999";"250014800000000";"250014809999999";4141;677;
17188;1451606400;4070908800;"250014810000000.250014819999999";"250014810000000";"250014819999999";4141;651;
17220;1451606400;4070908800;"250014820000000.250014829999999";"250014820000000";"250014829999999";4141;701;
17189;1451606400;4070908800;"250014830000000.250014839999999";"250014830000000";"250014839999999";4141;651;
17199;1451606400;4070908800;"250014840000000.250014849999999";"250014840000000";"250014849999999";4141;672;
17214;1451606400;4070908800;"250014850000000.250014869999999";"250014850000000";"250014869999999";4141;686;
17202;1451606400;4070908800;"250014870000000.250014889999999";"250014870000000";"250014889999999";4141;674;
17201;1546300800;4070908800;"250014890000000.250014891999999";"250014890000000";"250014891999999";4141;672;
